date,home_team,away_team,home_score,away_score,league,round
2023-09-30,大分,大宮,0,1,Ｊ２,第３７節
2023-09-30,鳥栖,京都,3,2,Ｊ１,第２９節
2023-09-30,八戸,松本,1,2,Ｊ３,第２９節
2023-09-30,福岡,鹿島,0,0,Ｊ１,第２９節
2023-09-30,琉球,長野,2,2,Ｊ３,第２９節
2023-09-30,藤枝,清水,2,0,Ｊ２,第３７節
2023-09-29,川崎Ｆ,新潟,2,3,Ｊ１,第２９節
2023-09-29,横浜FM,神戸,0,2,Ｊ１,第２９節
2023-09-29,浦和,横浜FC,1,1,Ｊ１,第２９節
2023-09-27,徳島,熊本,0,1,Ｊ２,第３８節
2023-09-27,群馬,金沢,1,1,Ｊ２,第３１節
2023-09-24,鹿島,横浜FM,1,2,Ｊ１,第２８節
2023-09-24,FC大阪,北九州,0,0,Ｊ３,第２８節
2023-09-24,Ｇ大阪,浦和,1,3,Ｊ１,第２８節
2023-09-24,岡山,磐田,2,1,Ｊ２,第３６節
2023-09-24,熊本,栃木Ｃ,3,0,Ｊ２,第３６節
2023-09-24,讃岐,YS横浜,0,1,Ｊ３,第２８節
2023-09-24,沼津,鳥取,1,2,Ｊ３,第２８節
2023-09-24,松本,岐阜,0,0,Ｊ３,第２８節
2023-09-24,湘南,川崎Ｆ,0,2,Ｊ１,第２８節
2023-09-24,清水,甲府,0,0,Ｊ２,第３６節
2023-09-24,東京Ｖ,藤枝,2,2,Ｊ２,第３６節
2023-09-24,徳島,大宮,0,1,Ｊ２,第３６節
2023-09-24,福島,相模原,1,1,Ｊ３,第２８節
2023-09-23,FC東京,鳥栖,3,2,Ｊ１,第２８節
2023-09-23,新潟,横浜FC,3,1,Ｊ１,第２８節
2023-09-23,愛媛,鹿児島,0,2,Ｊ３,第２８節
2023-09-23,岩手,宮崎,1,0,Ｊ３,第２８節
2023-09-23,京都,広島,1,0,Ｊ１,第２８節
2023-09-23,今治,八戸,2,0,Ｊ３,第２８節
2023-09-23,山口,群馬,1,0,Ｊ２,第３６節
2023-09-23,秋田,山形,1,1,Ｊ２,第３６節
2023-09-23,いわき,金沢,1,0,Ｊ２,第３６節
2023-09-23,神戸,Ｃ大阪,1,0,Ｊ１,第２８節
2023-09-23,千葉,仙台,3,1,Ｊ２,第３６節
2023-09-23,長崎,町田,0,6,Ｊ２,第３６節
2023-09-23,長野,富山,3,1,Ｊ３,第２８節
2023-09-23,奈良,琉球,0,1,Ｊ３,第２８節
2023-09-23,柏,福岡,1,3,Ｊ１,第２８節
2023-09-23,名古屋,札幌,1,1,Ｊ１,第２８節
2023-09-23,水戸,大分,0,1,Ｊ２,第３６節
2023-09-18,YS横浜,岩手,4,2,Ｊ３,第２７節
2023-09-17,金沢,清水,0,3,Ｊ２,第３５節
2023-09-17,Ｇ大阪,新潟,1,1,Ｊ１,第２７節
2023-09-17,横浜FC,柏,1,2,Ｊ１,第２７節
2023-09-17,宮崎,松本,0,1,Ｊ３,第２７節
2023-09-17,群馬,いわき,1,0,Ｊ２,第３５節
2023-09-17,藤枝,町田,0,0,Ｊ２,第３５節
2023-09-17,富山,FC大阪,2,1,Ｊ３,第２７節
2023-09-17,琉球,愛媛,2,3,Ｊ３,第２７節
2023-09-16,仙台,水戸,0,1,Ｊ２,第３５節
2023-09-16,広島,神戸,2,0,Ｊ１,第２７節
2023-09-16,今治,長野,2,0,Ｊ３,第２７節
2023-09-16,札幌,湘南,0,1,Ｊ１,第２７節
2023-09-16,山形,岡山,2,0,Ｊ２,第３５節
2023-09-16,鹿児島,讃岐,1,1,Ｊ３,第２７節
2023-09-16,鹿島,Ｃ大阪,1,0,Ｊ１,第２７節
2023-09-16,秋田,長崎,0,0,Ｊ２,第３５節
2023-09-16,大宮,熊本,0,3,Ｊ２,第３５節
2023-09-16,相模原,岐阜,1,1,Ｊ３,第２７節
2023-09-16,大分,徳島,3,3,Ｊ２,第３５節
2023-09-16,鳥取,福島,2,2,Ｊ３,第２７節
2023-09-16,栃木Ｃ,千葉,0,1,Ｊ２,第３５節
2023-09-16,八戸,奈良,1,1,Ｊ３,第２７節
2023-09-16,磐田,山口,0,0,Ｊ２,第３５節
2023-09-16,福岡,名古屋,1,0,Ｊ１,第２７節
2023-09-16,北九州,沼津,0,1,Ｊ３,第２７節
2023-09-15,横浜FM,鳥栖,1,1,Ｊ１,第２７節
2023-09-15,浦和,京都,0,0,Ｊ１,第２７節
2023-09-15,甲府,東京Ｖ,1,1,Ｊ２,第３５節
2023-09-15,川崎Ｆ,FC東京,1,0,Ｊ１,第２７節
2023-09-10,徳島,いわき,2,0,Ｊ２,第３４節
2023-09-10,讃岐,富山,1,0,Ｊ３,第２６節
2023-09-10,熊本,藤枝,0,2,Ｊ２,第３４節
2023-09-09,千葉,秋田,2,1,Ｊ２,第３４節
2023-09-09,愛媛,沼津,3,1,Ｊ３,第２６節
2023-09-09,岡山,仙台,1,0,Ｊ２,第３４節
2023-09-09,岩手,FC大阪,0,3,Ｊ３,第２６節
2023-09-09,岐阜,宮崎,0,0,Ｊ３,第２６節
2023-09-09,甲府,大分,3,2,Ｊ２,第３４節
2023-09-09,松本,琉球,2,1,Ｊ３,第２６節
2023-09-09,清水,山形,3,0,Ｊ２,第３４節
2023-09-09,水戸,金沢,3,0,Ｊ２,第３４節
2023-09-09,相模原,鹿児島,0,3,Ｊ３,第２６節
2023-09-09,北九州,八戸,2,0,Ｊ３,第２６節
2023-09-09,長崎,群馬,2,1,Ｊ２,第３４節
2023-09-09,鳥取,YS横浜,2,0,Ｊ３,第２６節
2023-09-09,東京Ｖ,山口,2,0,Ｊ２,第３４節
2023-09-09,奈良,今治,1,1,Ｊ３,第２６節
2023-09-09,磐田,大宮,3,2,Ｊ２,第３４節
2023-09-09,福島,長野,0,1,Ｊ３,第２６節
2023-09-09,町田,栃木Ｃ,0,1,Ｊ２,第３４節
2023-09-03,山口,水戸,1,2,Ｊ２,第３３節
2023-09-03,FC大阪,松本,3,1,Ｊ３,第２５節
2023-09-03,FC東京,福岡,1,2,Ｊ１,第２６節
2023-09-03,いわき,岡山,1,2,Ｊ２,第３３節
2023-09-03,群馬,町田,0,0,Ｊ２,第３３節
2023-09-03,山形,大宮,1,1,Ｊ２,第３３節
2023-09-03,沼津,奈良,0,1,Ｊ３,第２５節
2023-09-03,神戸,京都,2,1,Ｊ１,第２６節
2023-09-03,清水,徳島,0,0,Ｊ２,第３３節
2023-09-03,仙台,甲府,0,0,Ｊ２,第３３節
2023-09-03,千葉,熊本,1,0,Ｊ２,第３３節
2023-09-03,長崎,大分,2,2,Ｊ２,第３３節
2023-09-03,栃木Ｃ,藤枝,2,0,Ｊ２,第３３節
2023-09-02,鹿児島,岐阜,2,1,Ｊ３,第２５節
2023-09-02,Ｃ大阪,川崎Ｆ,3,0,Ｊ１,第２６節
2023-09-02,YS横浜,琉球,1,0,Ｊ３,第２５節
2023-09-02,岩手,福島,1,3,Ｊ３,第２５節
2023-09-02,宮崎,讃岐,0,1,Ｊ３,第２５節
2023-09-02,金沢,東京Ｖ,0,3,Ｊ２,第３３節
2023-09-02,今治,北九州,1,0,Ｊ３,第２５節
2023-09-02,札幌,Ｇ大阪,4,0,Ｊ１,第２６節
2023-09-02,長野,愛媛,1,1,Ｊ３,第２５節
2023-09-02,秋田,磐田,1,1,Ｊ２,第３３節
2023-09-02,新潟,浦和,1,1,Ｊ１,第２６節
2023-09-02,鳥栖,広島,0,2,Ｊ１,第２６節
2023-09-02,柏,横浜FM,2,0,Ｊ１,第２６節
2023-09-02,八戸,鳥取,1,0,Ｊ３,第２５節
2023-09-02,富山,相模原,1,2,Ｊ３,第２５節
2023-09-02,名古屋,横浜FC,1,1,Ｊ１,第２６節
2023-09-02,湘南,鹿島,2,2,Ｊ１,第２６節
2023-08-27,熊本,いわき,2,4,Ｊ２,第３２節
2023-08-27,YS横浜,八戸,2,3,Ｊ３,第２４節
2023-08-27,秋田,清水,1,1,Ｊ２,第３２節
2023-08-27,沼津,FC大阪,0,2,Ｊ３,第２４節
2023-08-26,川崎Ｆ,札幌,2,2,Ｊ１,第２５節
2023-08-26,Ｃ大阪,名古屋,3,1,Ｊ１,第２５節
2023-08-26,FC東京,神戸,2,2,Ｊ１,第２５節
2023-08-26,愛媛,讃岐,3,2,Ｊ３,第２４節
2023-08-26,横浜FC,横浜FM,4,1,Ｊ１,第２５節
2023-08-26,岐阜,鳥取,3,1,Ｊ３,第２４節
2023-08-26,宮崎,福島,0,2,Ｊ３,第２４節
2023-08-26,京都,福岡,2,0,Ｊ１,第２５節
2023-08-26,山口,甲府,3,2,Ｊ２,第３２節
2023-08-26,鹿島,新潟,2,0,Ｊ１,第２５節
2023-08-26,松本,今治,1,1,Ｊ３,第２４節
2023-08-26,金沢,徳島,0,1,Ｊ２,第３２節
2023-08-26,大宮,長崎,0,4,Ｊ２,第３２節
2023-08-26,町田,山形,5,0,Ｊ２,第３２節
2023-08-26,鳥栖,Ｇ大阪,1,1,Ｊ１,第２５節
2023-08-26,琉球,相模原,0,4,Ｊ３,第２４節
2023-08-26,東京Ｖ,岡山,2,3,Ｊ２,第３２節
2023-08-26,栃木Ｃ,水戸,2,2,Ｊ２,第３２節
2023-08-26,奈良,長野,2,0,Ｊ３,第２４節
2023-08-26,柏,広島,0,0,Ｊ１,第２５節
2023-08-26,磐田,千葉,2,3,Ｊ２,第３２節
2023-08-26,富山,岩手,0,2,Ｊ３,第２４節
2023-08-26,北九州,鹿児島,1,1,Ｊ３,第２４節
2023-08-26,大分,仙台,2,3,Ｊ２,第３２節
2023-08-25,湘南,浦和,0,1,Ｊ１,第２５節
2023-08-23,八戸,琉球,2,2,Ｊ３,第２１節
2023-08-20,FC大阪,奈良,0,1,Ｊ３,第２３節
2023-08-20,徳島,山口,2,0,Ｊ２,第３１節
2023-08-20,横浜FC,Ｃ大阪,0,1,Ｊ１,第２４節
2023-08-19,鹿島,鳥栖,2,1,Ｊ１,第２４節
2023-08-19,Ｇ大阪,湘南,2,1,Ｊ１,第２４節
2023-08-19,いわき,東京Ｖ,0,0,Ｊ２,第３１節
2023-08-19,横浜FM,FC東京,2,1,Ｊ１,第２４節
2023-08-19,岡山,大分,1,0,Ｊ２,第３１節
2023-08-19,岩手,愛媛,2,2,Ｊ３,第２３節
2023-08-19,京都,札幌,3,0,Ｊ１,第２４節
2023-08-19,広島,川崎Ｆ,3,2,Ｊ１,第２４節
2023-08-19,甲府,磐田,0,1,Ｊ２,第３１節
2023-08-19,山形,熊本,2,0,Ｊ２,第３１節
2023-08-19,鹿児島,松本,0,2,Ｊ３,第２３節
2023-08-19,讃岐,今治,1,0,Ｊ３,第２３節
2023-08-19,神戸,柏,1,1,Ｊ１,第２４節
2023-08-19,長崎,栃木Ｃ,1,2,Ｊ２,第３１節
2023-08-19,水戸,秋田,1,1,Ｊ２,第３１節
2023-08-19,福島,富山,1,0,Ｊ３,第２３節
2023-08-19,八戸,沼津,2,3,Ｊ３,第２３節
2023-08-19,長野,岐阜,1,5,Ｊ３,第２３節
2023-08-19,鳥取,宮崎,2,0,Ｊ３,第２３節
2023-08-19,相模原,YS横浜,2,1,Ｊ３,第２３節
2023-08-19,千葉,藤枝,3,2,Ｊ２,第３１節
2023-08-19,仙台,大宮,1,0,Ｊ２,第３１節
2023-08-19,清水,町田,3,2,Ｊ２,第３１節
2023-08-19,北九州,琉球,0,1,Ｊ３,第２３節
2023-08-18,福岡,新潟,0,1,Ｊ１,第２４節
2023-08-18,浦和,名古屋,1,0,Ｊ１,第２４節
2023-08-13,秋田,東京Ｖ,0,1,Ｊ２,第３０節
2023-08-13,いわき,甲府,1,1,Ｊ２,第３０節
2023-08-13,愛媛,鳥取,3,2,Ｊ３,第２２節
2023-08-13,広島,浦和,2,1,Ｊ１,第２３節
2023-08-13,鹿児島,長野,1,2,Ｊ３,第２２節
2023-08-13,大宮,岡山,1,1,Ｊ２,第３０節
2023-08-13,沼津,相模原,3,0,Ｊ３,第２２節
2023-08-13,仙台,群馬,0,2,Ｊ２,第３０節
2023-08-13,栃木Ｃ,徳島,2,2,Ｊ２,第３０節
2023-08-13,奈良,讃岐,0,0,Ｊ３,第２２節
2023-08-13,名古屋,鹿島,1,0,Ｊ１,第２３節
2023-08-12,FC東京,京都,2,0,Ｊ１,第２３節
2023-08-12,YS横浜,福島,1,1,Ｊ３,第２２節
2023-08-12,山形,千葉,1,0,Ｊ２,第３０節
2023-08-12,横浜FM,Ｇ大阪,2,1,Ｊ１,第２３節
2023-08-12,岩手,八戸,0,1,Ｊ３,第２２節
2023-08-12,宮崎,北九州,1,0,Ｊ３,第２２節
2023-08-12,金沢,熊本,1,1,Ｊ２,第３０節
2023-08-12,今治,岐阜,1,2,Ｊ３,第２２節
2023-08-12,札幌,鳥栖,1,1,Ｊ１,第２３節
2023-08-12,柏,Ｃ大阪,1,1,Ｊ１,第２３節
2023-08-12,松本,富山,0,1,Ｊ３,第２２節
2023-08-12,新潟,湘南,2,2,Ｊ１,第２３節
2023-08-12,水戸,長崎,3,3,Ｊ２,第３０節
2023-08-12,清水,山口,1,0,Ｊ２,第３０節
2023-08-12,川崎Ｆ,神戸,0,1,Ｊ１,第２３節
2023-08-12,大分,藤枝,1,0,Ｊ２,第３０節
2023-08-12,町田,磐田,2,1,Ｊ２,第３０節
2023-08-12,福岡,横浜FC,2,0,Ｊ１,第２３節
2023-08-12,琉球,FC大阪,1,3,Ｊ３,第２２節
2023-08-06,甲府,金沢,0,2,Ｊ２,第２９節
2023-08-06,群馬,栃木Ｃ,1,0,Ｊ２,第２９節
2023-08-06,熊本,水戸,0,0,Ｊ２,第２９節
2023-08-06,Ｃ大阪,FC東京,0,1,Ｊ１,第２２節
2023-08-06,横浜FC,神戸,2,0,Ｊ１,第２２節
2023-08-06,浦和,横浜FM,0,0,Ｊ１,第２２節
2023-08-06,FC大阪,YS横浜,2,2,Ｊ３,第２１節
2023-08-06,鹿島,札幌,3,0,Ｊ１,第２２節
2023-08-06,山口,大分,2,2,Ｊ２,第２９節
2023-08-06,京都,柏,0,1,Ｊ１,第２２節
2023-08-06,川崎Ｆ,Ｇ大阪,3,4,Ｊ１,第２２節
2023-08-06,長崎,いわき,0,0,Ｊ２,第２９節
2023-08-06,長野,岩手,0,3,Ｊ３,第２１節
2023-08-06,鳥栖,福岡,0,1,Ｊ１,第２２節
2023-08-06,東京Ｖ,清水,0,1,Ｊ２,第２９節
2023-08-06,徳島,千葉,3,3,Ｊ２,第２９節
2023-08-06,奈良,北九州,0,1,Ｊ３,第２１節
2023-08-06,磐田,仙台,4,1,Ｊ２,第２９節
2023-08-06,福島,沼津,2,1,Ｊ３,第２１節
2023-08-06,大宮,秋田,1,0,Ｊ２,第２９節
2023-08-05,相模原,讃岐,1,0,Ｊ３,第２１節
2023-08-05,岡山,町田,1,3,Ｊ２,第２９節
2023-08-05,岐阜,愛媛,0,0,Ｊ３,第２１節
2023-08-05,宮崎,鹿児島,3,2,Ｊ３,第２１節
2023-08-05,湘南,広島,1,0,Ｊ１,第２２節
2023-08-05,鳥取,松本,2,1,Ｊ３,第２１節
2023-08-05,藤枝,山形,1,2,Ｊ２,第２９節
2023-08-05,富山,今治,2,2,Ｊ３,第２１節
2023-08-05,名古屋,新潟,1,0,Ｊ１,第２２節
2023-07-30,沼津,琉球,4,0,Ｊ３,第２０節
2023-07-30,金沢,大宮,1,2,Ｊ２,第２８節
2023-07-30,YS横浜,岐阜,1,0,Ｊ３,第２０節
2023-07-29,仙台,藤枝,1,1,Ｊ２,第２８節
2023-07-29,いわき,磐田,0,1,Ｊ２,第２８節
2023-07-29,愛媛,松本,1,1,Ｊ３,第２０節
2023-07-29,今治,宮崎,3,0,Ｊ３,第２０節
2023-07-29,讃岐,福島,1,1,Ｊ３,第２０節
2023-07-29,鹿児島,富山,3,1,Ｊ３,第２０節
2023-07-29,秋田,群馬,0,0,Ｊ２,第２８節
2023-07-29,清水,岡山,1,0,Ｊ２,第２８節
2023-07-29,岩手,奈良,1,1,Ｊ３,第２０節
2023-07-29,千葉,山口,4,0,Ｊ２,第２８節
2023-07-29,町田,徳島,2,1,Ｊ２,第２８節
2023-07-29,長崎,熊本,4,1,Ｊ２,第２８節
2023-07-29,長野,相模原,1,0,Ｊ３,第２０節
2023-07-29,東京Ｖ,水戸,0,0,Ｊ２,第２８節
2023-07-29,北九州,鳥取,1,3,Ｊ３,第２０節
2023-07-29,栃木Ｃ,甲府,3,0,Ｊ２,第２８節
2023-07-29,八戸,FC大阪,0,0,Ｊ３,第２０節
2023-07-29,大分,山形,0,1,Ｊ２,第２８節
2023-07-24,熊本,岡山,1,2,Ｊ２,第２７節
2023-07-23,群馬,磐田,1,1,Ｊ２,第２７節
2023-07-23,FC大阪,讃岐,0,0,Ｊ３,第１９節
2023-07-23,水戸,大宮,0,0,Ｊ２,第２７節
2023-07-23,鹿児島,愛媛,1,2,Ｊ３,第１９節
2023-07-23,仙台,東京Ｖ,3,4,Ｊ２,第２７節
2023-07-22,大分,いわき,1,2,Ｊ２,第２７節
2023-07-22,岐阜,長野,1,1,Ｊ３,第１９節
2023-07-22,宮崎,沼津,1,0,Ｊ３,第１９節
2023-07-22,山形,長崎,5,1,Ｊ２,第２７節
2023-07-22,松本,八戸,3,0,Ｊ３,第１９節
2023-07-22,神戸,川崎Ｆ,2,2,Ｊ１,第１６節
2023-07-22,相模原,今治,0,0,Ｊ３,第１９節
2023-07-22,山口,秋田,1,2,Ｊ２,第２７節
2023-07-22,町田,千葉,1,3,Ｊ２,第２７節
2023-07-22,藤枝,金沢,1,1,Ｊ２,第２７節
2023-07-22,徳島,甲府,1,2,Ｊ２,第２７節
2023-07-22,琉球,YS横浜,2,2,Ｊ３,第１９節
2023-07-22,栃木Ｃ,清水,1,1,Ｊ２,第２７節
2023-07-22,奈良,富山,1,2,Ｊ３,第１９節
2023-07-22,福島,北九州,1,1,Ｊ３,第１９節
2023-07-22,鳥取,岩手,0,0,Ｊ３,第１９節
2023-07-16,岩手,YS横浜,1,0,Ｊ３,第１８節
2023-07-16,熊本,大分,1,3,Ｊ２,第２６節
2023-07-16,金沢,仙台,2,1,Ｊ２,第２６節
2023-07-16,京都,名古屋,2,1,Ｊ１,第２１節
2023-07-16,FC東京,鹿島,1,3,Ｊ１,第２１節
2023-07-16,岡山,長崎,2,2,Ｊ２,第２６節
2023-07-16,Ｇ大阪,柏,3,1,Ｊ１,第２１節
2023-07-16,甲府,群馬,0,3,Ｊ２,第２６節
2023-07-16,Ｃ大阪,浦和,2,0,Ｊ１,第２１節
2023-07-16,広島,横浜FC,1,1,Ｊ１,第２１節
2023-07-16,沼津,鹿児島,2,0,Ｊ３,第１８節
2023-07-16,松本,福島,1,2,Ｊ３,第１８節
2023-07-16,湘南,福岡,0,1,Ｊ１,第２１節
2023-07-16,神戸,鳥栖,2,1,Ｊ１,第２１節
2023-07-16,水戸,山形,3,1,Ｊ２,第２６節
2023-07-16,清水,千葉,2,2,Ｊ２,第２６節
2023-07-16,大宮,栃木Ｃ,0,0,Ｊ２,第２６節
2023-07-16,長野,鳥取,2,2,Ｊ３,第１８節
2023-07-16,磐田,藤枝,4,1,Ｊ２,第２６節
2023-07-16,北九州,FC大阪,0,0,Ｊ３,第１８節
2023-07-15,讃岐,宮崎,2,1,Ｊ３,第１８節
2023-07-15,岐阜,今治,2,2,Ｊ３,第１８節
2023-07-15,札幌,新潟,0,1,Ｊ１,第２１節
2023-07-15,山口,いわき,0,0,Ｊ２,第２６節
2023-07-15,横浜FM,川崎Ｆ,0,1,Ｊ１,第２１節
2023-07-15,相模原,奈良,3,2,Ｊ３,第１８節
2023-07-15,八戸,愛媛,1,2,Ｊ３,第１８節
2023-07-15,富山,琉球,1,0,Ｊ３,第１８節
2023-07-15,東京Ｖ,徳島,0,0,Ｊ２,第２６節
2023-07-09,千葉,金沢,1,0,Ｊ２,第２５節
2023-07-09,FC大阪,相模原,1,0,Ｊ３,第１７節
2023-07-09,いわき,水戸,4,3,Ｊ２,第２５節
2023-07-09,愛媛,富山,4,3,Ｊ３,第１７節
2023-07-09,群馬,大宮,2,0,Ｊ２,第２５節
2023-07-09,山形,磐田,1,3,Ｊ２,第２５節
2023-07-09,鹿児島,福島,3,1,Ｊ３,第１７節
2023-07-09,秋田,熊本,1,1,Ｊ２,第２５節
2023-07-09,大分,清水,1,2,Ｊ２,第２５節
2023-07-09,町田,東京Ｖ,2,2,Ｊ２,第２５節
2023-07-09,長崎,山口,0,1,Ｊ２,第２５節
2023-07-09,藤枝,甲府,1,4,Ｊ２,第２５節
2023-07-09,徳島,岡山,1,1,Ｊ２,第２５節
2023-07-09,栃木Ｃ,仙台,2,2,Ｊ２,第２５節
2023-07-09,奈良,岐阜,1,0,Ｊ３,第１７節
2023-07-08,今治,沼津,1,1,Ｊ３,第１７節
2023-07-08,Ｇ大阪,京都,1,0,Ｊ１,第２０節
2023-07-08,浦和,FC東京,0,0,Ｊ１,第２０節
2023-07-08,岩手,北九州,0,1,Ｊ３,第１７節
2023-07-08,宮崎,鳥取,0,2,Ｊ３,第１７節
2023-07-08,広島,鹿島,1,1,Ｊ１,第２０節
2023-07-08,YS横浜,讃岐,1,2,Ｊ３,第１７節
2023-07-08,川崎Ｆ,横浜FC,3,0,Ｊ１,第２０節
2023-07-08,柏,湘南,1,1,Ｊ１,第２０節
2023-07-08,八戸,長野,4,0,Ｊ３,第１７節
2023-07-08,福岡,札幌,2,1,Ｊ１,第２０節
2023-07-08,名古屋,横浜FM,2,2,Ｊ１,第２０節
2023-07-08,琉球,松本,2,1,Ｊ３,第１７節
2023-07-08,鳥栖,Ｃ大阪,2,1,Ｊ１,第２０節
2023-07-07,新潟,神戸,0,1,Ｊ１,第２０節
2023-07-05,水戸,徳島,3,1,Ｊ２,第２４節
2023-07-05,岡山,藤枝,2,3,Ｊ２,第２４節
2023-07-05,群馬,熊本,1,1,Ｊ２,第２４節
2023-07-05,甲府,秋田,5,1,Ｊ２,第２４節
2023-07-05,山口,山形,1,0,Ｊ２,第２４節
2023-07-05,いわき,栃木Ｃ,1,0,Ｊ２,第２４節
2023-07-05,仙台,清水,0,3,Ｊ２,第２４節
2023-07-05,大分,町田,0,3,Ｊ２,第２４節
2023-07-05,東京Ｖ,長崎,1,2,Ｊ２,第２４節
2023-07-05,磐田,金沢,2,1,Ｊ２,第２４節
2023-07-05,大宮,千葉,2,1,Ｊ２,第２４節
2023-07-02,秋田,いわき,1,1,Ｊ２,第２３節
2023-07-02,讃岐,琉球,1,2,Ｊ３,第１６節
2023-07-02,熊本,東京Ｖ,0,1,Ｊ２,第２３節
2023-07-02,岐阜,岩手,0,0,Ｊ３,第１６節
2023-07-02,横浜FM,湘南,4,1,Ｊ１,第１９節
2023-07-01,鹿島,京都,0,0,Ｊ１,第１９節
2023-07-01,新潟,広島,2,0,Ｊ１,第１９節
2023-07-01,清水,長崎,3,2,Ｊ２,第２３節
2023-07-01,沼津,北九州,2,1,Ｊ３,第１６節
2023-07-01,松本,愛媛,1,1,Ｊ３,第１６節
2023-07-01,横浜FC,Ｇ大阪,0,0,Ｊ１,第１９節
2023-07-01,山形,仙台,4,1,Ｊ２,第２３節
2023-07-01,金沢,栃木Ｃ,0,1,Ｊ２,第２３節
2023-07-01,宮崎,YS横浜,1,1,Ｊ３,第１６節
2023-07-01,岡山,水戸,1,0,Ｊ２,第２３節
2023-07-01,FC東京,柏,1,0,Ｊ１,第１９節
2023-07-01,神戸,札幌,1,1,Ｊ１,第１９節
2023-07-01,町田,大宮,3,2,Ｊ２,第２３節
2023-07-01,千葉,甲府,2,1,Ｊ２,第２３節
2023-07-01,徳島,群馬,0,0,Ｊ２,第２３節
2023-07-01,相模原,八戸,0,1,Ｊ３,第１６節
2023-07-01,名古屋,川崎Ｆ,2,0,Ｊ１,第１９節
2023-07-01,福島,奈良,0,5,Ｊ３,第１６節
2023-07-01,磐田,大分,1,1,Ｊ２,第２３節
2023-07-01,富山,鹿児島,0,2,Ｊ３,第１６節
2023-07-01,藤枝,山口,0,0,Ｊ２,第２３節
2023-07-01,鳥栖,浦和,1,2,Ｊ１,第１９節
2023-07-01,鳥取,FC大阪,2,2,Ｊ３,第１６節
2023-07-01,長野,今治,0,4,Ｊ３,第１６節
2023-06-30,Ｃ大阪,福岡,0,1,Ｊ１,第１９節
2023-06-28,磐田,甲府,1,1,Ｊ２,第２１節
2023-06-28,清水,秋田,0,1,Ｊ２,第２１節
2023-06-28,浦和,湘南,4,1,Ｊ１,第１２節
2023-06-25,群馬,清水,1,1,Ｊ２,第２２節
2023-06-25,熊本,磐田,0,2,Ｊ２,第２２節
2023-06-25,仙台,徳島,1,1,Ｊ２,第２２節
2023-06-25,福岡,神戸,0,3,Ｊ１,第１８節
2023-06-24,鹿児島,鳥取,0,1,Ｊ３,第１５節
2023-06-24,FC東京,名古屋,2,0,Ｊ１,第１８節
2023-06-24,Ｇ大阪,鹿島,2,1,Ｊ１,第１８節
2023-06-24,YS横浜,FC大阪,0,0,Ｊ３,第１５節
2023-06-24,愛媛,相模原,2,1,Ｊ３,第１５節
2023-06-24,浦和,川崎Ｆ,1,1,Ｊ１,第１８節
2023-06-24,岩手,松本,1,0,Ｊ３,第１５節
2023-06-24,京都,横浜FC,2,1,Ｊ１,第１８節
2023-06-24,広島,横浜FM,0,1,Ｊ１,第１８節
2023-06-24,甲府,岡山,0,0,Ｊ２,第２２節
2023-06-24,今治,讃岐,2,0,Ｊ３,第１５節
2023-06-24,札幌,Ｃ大阪,1,4,Ｊ１,第１８節
2023-06-24,山形,東京Ｖ,0,2,Ｊ２,第２２節
2023-06-24,水戸,町田,1,1,Ｊ２,第２２節
2023-06-24,秋田,藤枝,1,3,Ｊ２,第２２節
2023-06-24,琉球,宮崎,0,3,Ｊ３,第１５節
2023-06-24,千葉,大分,1,1,Ｊ２,第２２節
2023-06-24,大宮,いわき,1,5,Ｊ２,第２２節
2023-06-24,長崎,金沢,5,1,Ｊ２,第２２節
2023-06-24,栃木Ｃ,山口,0,0,Ｊ２,第２２節
2023-06-24,奈良,沼津,0,2,Ｊ３,第１５節
2023-06-24,柏,新潟,0,0,Ｊ１,第１８節
2023-06-24,富山,八戸,2,1,Ｊ３,第１５節
2023-06-24,福島,岐阜,0,2,Ｊ３,第１５節
2023-06-24,北九州,長野,1,1,Ｊ３,第１５節
2023-06-24,湘南,鳥栖,0,6,Ｊ１,第１８節
2023-06-18,山口,仙台,2,0,Ｊ２,第２１節
2023-06-18,FC大阪,琉球,3,0,Ｊ３,第１４節
2023-06-18,いわき,千葉,0,0,Ｊ２,第２１節
2023-06-18,岐阜,相模原,2,1,Ｊ３,第１４節
2023-06-18,栃木Ｃ,町田,1,1,Ｊ２,第２１節
2023-06-18,沼津,YS横浜,3,1,Ｊ３,第１４節
2023-06-18,長野,鹿児島,1,2,Ｊ３,第１４節
2023-06-18,東京Ｖ,群馬,2,2,Ｊ２,第２１節
2023-06-18,八戸,福島,0,3,Ｊ３,第１４節
2023-06-17,愛媛,奈良,1,0,Ｊ３,第１４節
2023-06-17,岩手,富山,1,2,Ｊ３,第１４節
2023-06-17,松本,讃岐,2,0,Ｊ３,第１４節
2023-06-17,宮崎,今治,1,1,Ｊ３,第１４節
2023-06-17,金沢,水戸,2,1,Ｊ２,第２１節
2023-06-17,鳥取,北九州,0,1,Ｊ３,第１４節
2023-06-17,大分,岡山,1,0,Ｊ２,第２１節
2023-06-17,藤枝,熊本,0,4,Ｊ２,第２１節
2023-06-17,徳島,山形,1,1,Ｊ２,第２１節
2023-06-17,長崎,大宮,2,0,Ｊ２,第２１節
2023-06-11,新潟,京都,1,3,Ｊ１,第１７節
2023-06-11,Ｇ大阪,FC東京,3,1,Ｊ１,第１７節
