date,home_team,away_team,home_score,away_score,league,round
2025-06-27,福島,八戸,0,1,Ｊ３,第１８節
2025-06-25,横浜FM,FC東京,0,3,Ｊ１,第１５節
2025-06-25,川崎Ｆ,新潟,3,1,Ｊ１,第１５節
2025-06-22,八戸,群馬,2,0,Ｊ３,第１７節
2025-06-22,秋田,山形,2,3,Ｊ２,第２０節
2025-06-22,熊本,長崎,1,3,Ｊ２,第２０節
2025-06-22,横浜FC,広島,0,4,Ｊ１,第２１節
2025-06-22,Ｇ大阪,FC東京,2,0,Ｊ１,第２１節
2025-06-22,FC大阪,福島,7,1,Ｊ３,第１７節
2025-06-22,仙台,甲府,0,0,Ｊ２,第２０節
2025-06-21,金沢,相模原,0,0,Ｊ３,第１７節
2025-06-21,讃岐,長野,0,1,Ｊ３,第１７節
2025-06-21,今治,水戸,1,2,Ｊ２,第２０節
2025-06-21,高知,北九州,3,2,Ｊ３,第１７節
2025-06-21,Ｃ大阪,東京Ｖ,2,1,Ｊ１,第２１節
2025-06-21,岐阜,宮崎,2,3,Ｊ３,第１７節
2025-06-21,愛媛,山口,2,0,Ｊ２,第２０節
2025-06-21,いわき,富山,3,1,Ｊ２,第２０節
2025-06-21,沼津,琉球,0,2,Ｊ３,第１７節
2025-06-21,松本,鹿児島,1,1,Ｊ３,第１７節
2025-06-21,横浜FM,岡山,0,1,Ｊ１,第２１節
2025-06-21,千葉,磐田,0,1,Ｊ２,第２０節
2025-06-21,徳島,大分,2,0,Ｊ２,第２０節
2025-06-21,川崎Ｆ,神戸,1,2,Ｊ１,第２１節
2025-06-21,福岡,新潟,3,2,Ｊ１,第２１節
2025-06-21,奈良,栃木Ｃ,2,1,Ｊ３,第１７節
2025-06-21,名古屋,清水,1,1,Ｊ１,第２１節
2025-06-21,柏,京都,3,3,Ｊ１,第２１節
2025-06-21,藤枝,札幌,1,3,Ｊ２,第２０節
2025-06-21,鳥取,栃木Ｃ,2,1,Ｊ３,第１７節
2025-06-21,町田,鹿島,2,1,Ｊ１,第２１節
2025-06-21,大宮,鳥栖,0,0,Ｊ２,第２０節
2025-06-15,神戸,名古屋,2,1,Ｊ１,第２０節
2025-06-15,岡山,福岡,0,1,Ｊ１,第２０節
2025-06-15,群馬,讃岐,3,3,Ｊ３,第１６節
2025-06-15,甲府,熊本,1,1,Ｊ２,第１９節
2025-06-15,札幌,今治,2,2,Ｊ２,第１９節
2025-06-15,山形,仙台,3,4,Ｊ２,第１９節
2025-06-15,山口,いわき,2,2,Ｊ２,第１９節
2025-06-15,新潟,横浜FM,1,0,Ｊ１,第２０節
2025-06-15,長崎,大宮,3,3,Ｊ２,第１９節
2025-06-15,清水,Ｇ大阪,0,0,Ｊ１,第２０節
2025-06-15,大分,秋田,1,2,Ｊ２,第１９節
2025-06-15,東京Ｖ,柏,0,3,Ｊ１,第２０節
2025-06-15,徳島,千葉,3,3,Ｊ２,第１９節
2025-06-15,磐田,愛媛,4,0,Ｊ２,第１９節
2025-06-15,富山,藤枝,0,1,Ｊ２,第１９節
2025-06-15,福島,栃木Ｃ,2,2,Ｊ３,第１６節
2025-06-14,湘南,町田,1,2,Ｊ１,第２０節
2025-06-14,横浜FC,川崎Ｆ,0,1,Ｊ１,第２０節
2025-06-14,宮崎,FC大阪,0,0,Ｊ３,第１６節
2025-06-14,金沢,栃木Ｃ,1,2,Ｊ３,第１６節
2025-06-14,鹿児島,八戸,1,1,Ｊ３,第１６節
2025-06-14,鹿島,広島,1,1,Ｊ１,第２０節
2025-06-14,FC東京,Ｃ大阪,2,2,Ｊ１,第２０節
2025-06-14,水戸,鳥栖,1,0,Ｊ２,第１９節
2025-06-14,長野,岐阜,1,2,Ｊ３,第１６節
2025-06-14,奈良,鳥取,1,0,Ｊ３,第１６節
2025-06-14,北九州,沼津,1,0,Ｊ３,第１６節
2025-06-14,相模原,高知,0,0,Ｊ３,第１６節
2025-06-14,琉球,松本,0,3,Ｊ３,第１６節
2025-06-08,大宮,愛媛,1,1,Ｊ２,第１７節
2025-06-08,高知,奈良,3,2,Ｊ３,第１５節
2025-06-08,沼津,金沢,3,1,Ｊ３,第１５節
2025-06-08,八戸,琉球,1,0,Ｊ３,第１５節
2025-06-08,鳥取,長野,2,0,Ｊ３,第１５節
2025-06-08,栃木Ｃ,北九州,1,0,Ｊ３,第１５節
2025-06-08,富山,水戸,0,1,Ｊ２,第１７節
2025-06-07,栃木Ｃ,群馬,0,1,Ｊ３,第１５節
2025-06-07,松本,福島,1,2,Ｊ３,第１５節
2025-06-07,鹿児島,岐阜,3,2,Ｊ３,第１５節
2025-06-07,讃岐,FC大阪,0,3,Ｊ３,第１５節
2025-06-07,今治,大分,1,1,Ｊ２,第１７節
2025-06-07,宮崎,相模原,4,2,Ｊ３,第１５節
2025-06-01,Ｃ大阪,清水,4,2,Ｊ１,第１９節
2025-06-01,いわき,熊本,5,1,Ｊ２,第１８節
2025-06-01,浦和,横浜FC,2,1,Ｊ１,第１９節
2025-06-01,岐阜,高知,1,1,Ｊ３,第１４節
2025-06-01,金沢,琉球,1,2,Ｊ３,第１４節
2025-06-01,湘南,岡山,1,1,Ｊ１,第１９節
2025-06-01,八戸,松本,2,0,Ｊ３,第１４節
2025-06-01,福島,相模原,3,3,Ｊ３,第１４節
2025-05-31,FC大阪,鹿児島,3,0,Ｊ３,第１４節
2025-05-31,Ｇ大阪,鹿島,0,1,Ｊ１,第１９節
2025-05-31,京都,FC東京,3,0,Ｊ１,第１９節
2025-05-31,群馬,沼津,0,0,Ｊ３,第１４節
2025-05-31,広島,川崎Ｆ,1,2,Ｊ１,第１９節
2025-05-31,今治,徳島,0,1,Ｊ２,第１８節
2025-05-31,秋田,富山,2,2,Ｊ２,第１８節
2025-05-31,水戸,長崎,3,0,Ｊ２,第１８節
2025-05-31,仙台,札幌,1,1,Ｊ２,第１８節
2025-05-31,千葉,山口,0,0,Ｊ２,第１８節
2025-05-31,大宮,磐田,2,2,Ｊ２,第１８節
2025-05-31,大分,甲府,2,1,Ｊ２,第１８節
2025-05-31,柏,神戸,1,3,Ｊ１,第１９節
2025-05-31,町田,横浜FM,0,3,Ｊ１,第１９節
2025-05-31,名古屋,新潟,3,0,Ｊ１,第１９節
2025-05-31,北九州,宮崎,1,1,Ｊ３,第１４節
2025-05-31,福岡,東京Ｖ,0,0,Ｊ１,第１９節
2025-05-31,鳥栖,愛媛,2,2,Ｊ２,第１８節
2025-05-31,栃木Ｃ,讃岐,1,0,Ｊ３,第１４節
2025-05-31,鳥取,栃木Ｃ,1,0,Ｊ３,第１４節
2025-05-31,長野,奈良,1,0,Ｊ３,第１４節
2025-05-31,藤枝,山形,2,1,Ｊ２,第１８節
2025-05-28,浦和,Ｃ大阪,0,0,Ｊ１,第２２節
2025-05-25,山形,甲府,0,4,Ｊ２,第１７節
2025-05-25,FC東京,広島,0,3,Ｊ１,第１８節
2025-05-25,いわき,仙台,1,2,Ｊ２,第１７節
2025-05-25,横浜FC,柏,1,1,Ｊ１,第１８節
2025-05-25,横浜FM,鹿島,3,1,Ｊ１,第１８節
2025-05-25,岡山,町田,2,2,Ｊ１,第１８節
2025-05-25,熊本,秋田,1,2,Ｊ２,第１７節
2025-05-25,清水,神戸,3,2,Ｊ１,第１８節
2025-05-25,山口,藤枝,0,0,Ｊ２,第１７節
2025-05-25,新潟,湘南,2,1,Ｊ１,第１８節
2025-05-25,川崎Ｆ,Ｇ大阪,2,2,Ｊ１,第１８節
2025-05-25,長崎,千葉,1,0,Ｊ２,第１７節
2025-05-25,東京Ｖ,京都,1,0,Ｊ１,第１８節
2025-05-25,徳島,磐田,1,1,Ｊ２,第１７節
2025-05-25,鳥栖,札幌,2,1,Ｊ２,第１７節
2025-05-24,Ｃ大阪,福岡,2,0,Ｊ１,第１８節
2025-05-24,名古屋,浦和,2,1,Ｊ１,第１８節
2025-05-21,川崎Ｆ,浦和,2,2,Ｊ１,第１３節
2025-05-21,横浜FM,神戸,1,2,Ｊ１,第１３節
2025-05-18,松本,鳥取,1,0,Ｊ３,第１３節
2025-05-18,岡山,新潟,2,1,Ｊ１,第１７節
2025-05-18,山口,山形,1,0,Ｊ２,第１６節
2025-05-18,讃岐,八戸,2,1,Ｊ３,第１３節
2025-05-18,愛媛,徳島,0,2,Ｊ２,第１６節
2025-05-18,沼津,長野,0,0,Ｊ３,第１３節
2025-05-18,川崎Ｆ,Ｃ大阪,2,0,Ｊ１,第１７節
2025-05-18,相模原,FC大阪,1,2,Ｊ３,第１３節
2025-05-18,大分,長崎,1,2,Ｊ２,第１６節
2025-05-17,秋田,鳥栖,1,2,Ｊ２,第１６節
2025-05-17,浦和,FC東京,3,2,Ｊ１,第１７節
2025-05-17,横浜FM,京都,0,3,Ｊ１,第１７節
2025-05-17,宮崎,金沢,1,1,Ｊ３,第１３節
2025-05-17,群馬,高知,2,2,Ｊ３,第１３節
2025-05-17,広島,東京Ｖ,2,1,Ｊ１,第１７節
2025-05-17,甲府,今治,1,0,Ｊ２,第１６節
2025-05-17,札幌,富山,2,1,Ｊ２,第１６節
2025-05-17,鹿児島,福島,5,0,Ｊ３,第１３節
2025-05-17,鹿島,清水,1,0,Ｊ１,第１７節
2025-05-17,湘南,横浜FC,0,1,Ｊ１,第１７節
2025-05-17,水戸,熊本,2,1,Ｊ２,第１６節
2025-05-17,千葉,仙台,0,0,Ｊ２,第１６節
2025-05-17,町田,柏,3,0,Ｊ１,第１７節
2025-05-17,藤枝,大宮,0,1,Ｊ２,第１６節
2025-05-17,栃木Ｃ,岐阜,1,0,Ｊ３,第１３節
2025-05-17,奈良,栃木Ｃ,0,0,Ｊ３,第１３節
2025-05-17,磐田,いわき,2,0,Ｊ２,第１６節
2025-05-17,福岡,名古屋,1,1,Ｊ１,第１７節
2025-05-17,神戸,Ｇ大阪,3,2,Ｊ１,第１７節
2025-05-17,琉球,北九州,0,1,Ｊ３,第１３節
2025-05-14,川崎Ｆ,横浜FC,2,1,Ｊ１,第１４節
2025-05-14,松本,長野,2,2,Ｊ３,第５節
2025-05-14,横浜FM,柏,0,2,Ｊ１,第１４節
2025-05-11,京都,名古屋,1,1,Ｊ１,第１６節
2025-05-11,今治,千葉,0,1,Ｊ２,第１５節
2025-05-11,熊本,愛媛,2,2,Ｊ２,第１５節
2025-05-11,新潟,浦和,1,1,Ｊ１,第１６節
2025-05-11,いわき,札幌,1,1,Ｊ２,第１５節
2025-05-11,Ｇ大阪,広島,0,1,Ｊ１,第１６節
2025-05-11,Ｃ大阪,横浜FM,1,0,Ｊ１,第１６節
2025-05-11,鹿島,川崎Ｆ,2,1,Ｊ１,第１６節
2025-05-11,富山,大分,1,1,Ｊ２,第１５節
2025-05-11,水戸,秋田,2,1,Ｊ２,第１５節
2025-05-11,長崎,山形,1,1,Ｊ２,第１５節
2025-05-11,鳥栖,甲府,0,0,Ｊ２,第１５節
2025-05-11,東京Ｖ,湘南,0,2,Ｊ１,第１６節
2025-05-11,徳島,山口,2,0,Ｊ２,第１５節
2025-05-11,磐田,藤枝,1,0,Ｊ２,第１５節
2025-05-11,清水,町田,2,2,Ｊ１,第１６節
2025-05-10,柏,岡山,2,0,Ｊ１,第１６節
2025-05-10,大宮,仙台,3,0,Ｊ２,第１５節
2025-05-10,横浜FC,福岡,1,0,Ｊ１,第１６節
2025-05-10,FC東京,神戸,1,0,Ｊ１,第１６節
2025-05-07,湘南,広島,0,1,Ｊ１,第１５節
2025-05-07,FC大阪,松本,1,0,Ｊ３,第１２節
2025-05-07,町田,京都,1,2,Ｊ１,第１５節
2025-05-06,愛媛,いわき,1,1,Ｊ２,第１４節
2025-05-06,仙台,藤枝,2,1,Ｊ２,第１４節
2025-05-06,浦和,Ｇ大阪,0,1,Ｊ１,第１５節
2025-05-06,岐阜,沼津,3,2,Ｊ３,第１２節
2025-05-06,金沢,北九州,0,1,Ｊ３,第１２節
2025-05-06,熊本,今治,0,1,Ｊ２,第１４節
2025-05-06,高知,讃岐,0,2,Ｊ３,第１２節
2025-05-06,札幌,磐田,2,4,Ｊ２,第１４節
2025-05-06,山形,大分,3,0,Ｊ２,第１４節
2025-05-06,山口,水戸,1,2,Ｊ２,第１４節
2025-05-06,秋田,甲府,0,1,Ｊ２,第１４節
2025-05-06,神戸,Ｃ大阪,1,3,Ｊ１,第１５節
2025-05-06,名古屋,岡山,0,0,Ｊ１,第１５節
2025-05-06,千葉,大宮,1,2,Ｊ２,第１４節
2025-05-06,八戸,栃木Ｃ,0,0,Ｊ３,第１２節
2025-05-06,相模原,鳥取,1,0,Ｊ３,第１２節
2025-05-06,琉球,鹿児島,1,2,Ｊ３,第１２節
2025-05-06,福島,群馬,2,4,Ｊ３,第１２節
2025-05-06,富山,長崎,1,2,Ｊ２,第１４節
2025-05-06,福岡,鹿島,0,1,Ｊ１,第１５節
2025-05-06,柏,清水,1,0,Ｊ１,第１５節
2025-05-06,奈良,宮崎,0,1,Ｊ３,第１２節
2025-05-06,栃木Ｃ,長野,1,0,Ｊ３,第１２節
2025-05-06,徳島,鳥栖,0,1,Ｊ２,第１４節
2025-05-06,東京Ｖ,横浜FC,2,0,Ｊ１,第１５節
2025-05-03,広島,福岡,2,1,Ｊ１,第１４節
2025-05-03,鹿児島,奈良,1,2,Ｊ３,第１１節
2025-05-03,讃岐,福島,1,2,Ｊ３,第１１節
2025-05-03,山形,札幌,0,1,Ｊ２,第１３節
2025-05-03,今治,磐田,3,3,Ｊ２,第１３節
2025-05-03,甲府,徳島,0,2,Ｊ２,第１３節
2025-05-03,いわき,秋田,1,1,Ｊ２,第１３節
2025-05-03,群馬,岐阜,1,1,Ｊ３,第１１節
2025-05-03,京都,Ｃ大阪,2,3,Ｊ１,第１４節
2025-05-03,宮崎,高知,3,2,Ｊ３,第１１節
2025-05-03,浦和,東京Ｖ,2,0,Ｊ１,第１４節
2025-05-03,松本,金沢,2,1,Ｊ３,第１１節
2025-05-03,Ｇ大阪,湘南,4,0,Ｊ１,第１４節
2025-05-03,鹿島,町田,1,0,Ｊ１,第１４節
2025-05-03,新潟,FC東京,2,3,Ｊ１,第１４節
2025-05-03,沼津,八戸,0,1,Ｊ３,第１１節
2025-05-03,長野,相模原,1,1,Ｊ３,第１１節
2025-05-03,北九州,栃木Ｃ,0,0,Ｊ３,第１１節
2025-05-03,栃木Ｃ,FC大阪,2,1,Ｊ３,第１１節
2025-05-03,神戸,岡山,2,0,Ｊ１,第１４節
2025-05-03,鳥栖,千葉,1,1,Ｊ２,第１３節
2025-05-03,鳥取,琉球,2,0,Ｊ３,第１１節
2025-05-03,藤枝,水戸,0,2,Ｊ２,第１３節
2025-05-03,長崎,愛媛,1,1,Ｊ２,第１３節
2025-05-03,大分,熊本,1,0,Ｊ２,第１３節
2025-05-03,大宮,富山,2,2,Ｊ２,第１３節
2025-05-03,仙台,山口,3,1,Ｊ２,第１３節
2025-05-03,清水,名古屋,0,3,Ｊ１,第１４節
2025-04-29,広島,新潟,0,1,Ｊ１,第１３節
2025-04-29,Ｃ大阪,町田,1,2,Ｊ１,第１３節
2025-04-29,FC東京,清水,0,2,Ｊ１,第１３節
2025-04-29,Ｇ大阪,京都,2,1,Ｊ１,第１３節
2025-04-29,いわき,大宮,2,1,Ｊ２,第１２節
2025-04-29,愛媛,藤枝,2,4,Ｊ２,第１２節
2025-04-29,横浜FC,鹿島,0,3,Ｊ１,第１３節
2025-04-29,熊本,千葉,0,0,Ｊ２,第１２節
2025-04-29,岡山,東京Ｖ,0,1,Ｊ１,第１３節
2025-04-29,甲府,仙台,1,2,Ｊ２,第１２節
2025-04-29,名古屋,柏,1,2,Ｊ１,第１３節
2025-04-29,秋田,徳島,0,2,Ｊ２,第１２節
2025-04-29,湘南,福岡,0,0,Ｊ１,第１３節
2025-04-29,水戸,今治,0,0,Ｊ２,第１２節
2025-04-29,大分,鳥栖,1,0,Ｊ２,第１２節
2025-04-29,磐田,山口,0,1,Ｊ２,第１２節
2025-04-29,富山,山形,0,0,Ｊ２,第１２節
2025-04-29,札幌,長崎,2,2,Ｊ２,第１２節
2025-04-27,八戸,金沢,2,0,Ｊ３,第１節
2025-04-26,徳島,富山,1,0,Ｊ２,第１１節
2025-04-26,山口,今治,1,2,Ｊ２,第１１節
2025-04-26,北九州,松本,1,2,Ｊ３,第１節
2025-04-26,柏,新潟,1,1,Ｊ１,第１２節
2025-04-25,大宮,札幌,1,0,Ｊ２,第１１節
2025-04-25,浦和,広島,1,0,Ｊ１,第１２節
2025-04-25,京都,横浜FC,2,1,Ｊ１,第１２節
2025-04-25,鹿島,名古屋,1,0,Ｊ１,第１２節
2025-04-25,水戸,甲府,0,0,Ｊ２,第１１節
2025-04-25,仙台,愛媛,1,1,Ｊ２,第１１節
2025-04-25,千葉,秋田,3,1,Ｊ２,第１１節
2025-04-25,FC東京,Ｇ大阪,3,0,Ｊ１,第１２節
2025-04-25,町田,湘南,0,1,Ｊ１,第１２節
2025-04-25,鳥栖,山形,2,1,Ｊ２,第１１節
2025-04-25,東京Ｖ,Ｃ大阪,1,0,Ｊ１,第１２節
2025-04-25,藤枝,熊本,0,2,Ｊ２,第１１節
2025-04-25,磐田,大分,0,3,Ｊ２,第１１節
2025-04-25,福岡,岡山,1,1,Ｊ１,第１２節
2025-04-25,長崎,いわき,3,4,Ｊ２,第１１節
2025-04-23,福島,沼津,1,1,Ｊ３,第５節
2025-04-20,熊本,仙台,0,1,Ｊ２,第１０節
2025-04-20,松本,栃木Ｃ,0,1,Ｊ３,第１０節
2025-04-20,秋田,磐田,2,1,Ｊ２,第１０節
2025-04-20,札幌,藤枝,2,1,Ｊ２,第１０節
2025-04-20,今治,大宮,0,0,Ｊ２,第１０節
2025-04-20,横浜FC,Ｇ大阪,1,1,Ｊ１,第１１節
2025-04-20,岐阜,讃岐,1,0,Ｊ３,第１０節
2025-04-20,岡山,鹿島,1,2,Ｊ１,第１１節
2025-04-20,神戸,町田,1,0,Ｊ１,第１１節
2025-04-20,浦和,横浜FM,3,1,Ｊ１,第１１節
2025-04-20,Ｃ大阪,FC東京,1,1,Ｊ１,第１１節
2025-04-20,湘南,柏,0,1,Ｊ１,第１１節
2025-04-20,川崎Ｆ,東京Ｖ,0,0,Ｊ１,第１１節
2025-04-20,清水,福岡,3,1,Ｊ１,第１１節
2025-04-20,千葉,大分,1,0,Ｊ２,第１０節
2025-04-20,鳥取,鹿児島,0,0,Ｊ３,第１０節
2025-04-20,徳島,水戸,0,1,Ｊ２,第１０節
2025-04-20,栃木Ｃ,金沢,0,1,Ｊ３,第１０節
2025-04-20,八戸,長野,1,0,Ｊ３,第１０節
2025-04-20,富山,いわき,1,2,Ｊ２,第１０節
2025-04-20,福島,高知,3,4,Ｊ３,第１０節
2025-04-20,北九州,相模原,1,1,Ｊ３,第１０節
2025-04-20,名古屋,広島,2,1,Ｊ１,第１１節
2025-04-20,琉球,宮崎,1,1,Ｊ３,第１０節
2025-04-19,新潟,京都,1,2,Ｊ１,第１１節
2025-04-19,山形,愛媛,2,3,Ｊ２,第１０節
2025-04-19,甲府,長崎,1,1,Ｊ２,第１０節
2025-04-19,鳥栖,山口,2,2,Ｊ２,第１０節
2025-04-19,奈良,沼津,1,0,Ｊ３,第１０節
2025-04-18,FC大阪,群馬,4,3,Ｊ３,第１０節
2025-04-16,神戸,川崎Ｆ,2,1,Ｊ１,第１２節
2025-04-16,横浜FM,清水,2,3,Ｊ１,第１２節
2025-04-16,浦和,京都,2,1,Ｊ１,第２０節
2025-04-13,秋田,大宮,1,2,Ｊ２,第９節
2025-04-13,愛媛,甲府,0,0,Ｊ２,第９節
2025-04-13,岐阜,栃木Ｃ,0,1,Ｊ３,第９節
2025-04-13,金沢,奈良,2,1,Ｊ３,第９節
2025-04-13,高知,栃木Ｃ,0,5,Ｊ３,第９節
2025-04-13,讃岐,松本,0,2,Ｊ３,第９節
2025-04-13,鹿児島,沼津,1,1,Ｊ３,第９節
2025-04-13,新潟,横浜FC,0,0,Ｊ１,第１０節
2025-04-13,相模原,群馬,1,1,Ｊ３,第９節
2025-04-13,大分,徳島,1,1,Ｊ２,第９節
2025-04-13,町田,浦和,0,2,Ｊ１,第１０節
2025-04-13,長崎,鳥栖,0,2,Ｊ２,第９節
2025-04-13,長野,琉球,1,1,Ｊ３,第９節
2025-04-13,藤枝,千葉,2,3,Ｊ２,第９節
2025-04-13,磐田,熊本,1,1,Ｊ２,第９節
2025-04-13,富山,山口,2,2,Ｊ２,第９節
2025-04-12,広島,岡山,0,1,Ｊ１,第１０節
2025-04-12,Ｃ大阪,鹿島,1,0,Ｊ１,第１０節
2025-04-12,FC大阪,八戸,1,0,Ｊ３,第９節
2025-04-12,Ｇ大阪,名古屋,2,0,Ｊ１,第１０節
2025-04-12,いわき,山形,0,1,Ｊ２,第９節
2025-04-12,宮崎,鳥取,2,1,Ｊ３,第９節
2025-04-12,京都,湘南,2,0,Ｊ１,第１０節
2025-04-12,清水,川崎Ｆ,1,1,Ｊ１,第１０節
2025-04-12,仙台,今治,0,0,Ｊ２,第９節
2025-04-12,東京Ｖ,神戸,0,1,Ｊ１,第１０節
2025-04-12,福岡,横浜FM,2,1,Ｊ１,第１０節
2025-04-12,福島,北九州,1,0,Ｊ３,第９節
2025-04-12,水戸,札幌,3,1,Ｊ２,第９節
2025-04-11,FC東京,柏,1,1,Ｊ１,第１０節
2025-04-09,川崎Ｆ,横浜FM,3,3,Ｊ１,第５節
2025-04-06,神戸,新潟,0,1,Ｊ１,第９節
2025-04-06,沼津,讃岐,1,1,Ｊ３,第８節
2025-04-06,横浜FC,清水,2,0,Ｊ１,第９節
2025-04-06,岡山,FC東京,1,0,Ｊ１,第９節
2025-04-06,熊本,富山,0,0,Ｊ２,第８節
2025-04-06,広島,Ｃ大阪,2,1,Ｊ１,第９節
2025-04-06,今治,長崎,4,1,Ｊ２,第８節
2025-04-06,鹿島,京都,3,4,Ｊ１,第９節
2025-04-06,長野,鹿児島,1,3,Ｊ３,第８節
2025-04-06,湘南,名古屋,2,1,Ｊ１,第９節
2025-04-06,町田,川崎Ｆ,2,2,Ｊ１,第９節
2025-04-06,鳥取,金沢,1,1,Ｊ３,第８節
2025-04-06,栃木Ｃ,福島,2,2,Ｊ３,第８節
2025-04-06,栃木Ｃ,八戸,0,1,Ｊ３,第８節
2025-04-06,柏,Ｇ大阪,1,0,Ｊ１,第９節
2025-04-06,福岡,浦和,1,0,Ｊ１,第９節
2025-04-05,札幌,徳島,1,0,Ｊ２,第８節
2025-04-05,山形,磐田,0,0,Ｊ２,第８節
2025-04-05,松本,高知,0,5,Ｊ３,第８節
2025-04-05,甲府,いわき,1,0,Ｊ２,第８節
2025-04-05,群馬,宮崎,0,0,Ｊ３,第８節
2025-04-05,山口,愛媛,1,1,Ｊ２,第８節
2025-04-05,横浜FM,東京Ｖ,0,0,Ｊ１,第９節
2025-04-05,仙台,秋田,1,0,Ｊ２,第８節
2025-04-05,大宮,大分,2,2,Ｊ２,第８節
2025-04-05,鳥栖,藤枝,1,0,Ｊ２,第８節
2025-04-05,奈良,岐阜,1,1,Ｊ３,第８節
2025-04-05,北九州,FC大阪,1,0,Ｊ３,第８節
2025-04-05,琉球,相模原,2,0,Ｊ３,第８節
2025-04-05,千葉,水戸,2,1,Ｊ２,第８節
2025-04-02,横浜FC,神戸,0,1,Ｊ１,第８節
2025-04-02,Ｃ大阪,岡山,2,1,Ｊ１,第８節
2025-04-02,Ｇ大阪,町田,0,1,Ｊ１,第８節
2025-04-02,浦和,清水,2,1,Ｊ１,第８節
2025-04-02,京都,柏,1,1,Ｊ１,第８節
2025-04-02,広島,鹿島,1,0,Ｊ１,第８節
2025-04-02,新潟,福岡,0,1,Ｊ１,第８節
2025-04-02,川崎Ｆ,湘南,2,0,Ｊ１,第８節
2025-04-02,東京Ｖ,FC東京,2,2,Ｊ１,第８節
2025-04-02,名古屋,横浜FM,2,0,Ｊ１,第８節
2025-03-30,秋田,山口,1,0,Ｊ２,第７節
2025-03-30,FC大阪,沼津,3,1,Ｊ３,第７節
2025-03-30,愛媛,大分,0,1,Ｊ２,第７節
2025-03-30,宮崎,鹿児島,1,1,Ｊ３,第７節
2025-03-30,金沢,長野,3,1,Ｊ３,第７節
2025-03-30,熊本,鳥栖,3,1,Ｊ２,第７節
2025-03-30,群馬,北九州,0,2,Ｊ３,第７節
2025-03-30,今治,山形,2,2,Ｊ２,第７節
2025-03-30,高知,琉球,1,1,Ｊ３,第７節
2025-03-30,水戸,いわき,4,1,Ｊ２,第７節
2025-03-30,福島,鳥取,3,0,Ｊ３,第７節
2025-03-30,藤枝,長崎,3,2,Ｊ２,第７節
2025-03-30,徳島,大宮,1,0,Ｊ２,第７節
2025-03-30,栃木Ｃ,栃木Ｃ,1,1,Ｊ３,第７節
2025-03-30,八戸,奈良,1,1,Ｊ３,第７節
2025-03-30,磐田,千葉,1,0,Ｊ２,第７節
2025-03-30,富山,仙台,0,1,Ｊ２,第７節
2025-03-30,相模原,讃岐,1,1,Ｊ３,第７節
2025-03-29,鹿島,神戸,1,0,Ｊ１,第７節
2025-03-29,FC東京,川崎Ｆ,0,3,Ｊ１,第７節
2025-03-29,岡山,横浜FM,1,0,Ｊ１,第７節
2025-03-29,岐阜,松本,1,1,Ｊ３,第７節
2025-03-29,京都,広島,1,0,Ｊ１,第７節
2025-03-29,札幌,甲府,0,1,Ｊ２,第７節
2025-03-29,新潟,Ｇ大阪,3,3,Ｊ１,第７節
2025-03-29,清水,湘南,3,0,Ｊ１,第７節
2025-03-29,柏,東京Ｖ,0,0,Ｊ１,第７節
2025-03-29,福岡,町田,2,2,Ｊ１,第７節
2025-03-29,名古屋,横浜FC,2,1,Ｊ１,第７節
2025-03-28,Ｃ大阪,浦和,1,1,Ｊ１,第７節
2025-03-23,FC大阪,金沢,1,0,Ｊ３,第６節
2025-03-23,沼津,宮崎,0,1,Ｊ３,第６節
2025-03-23,愛媛,札幌,1,2,Ｊ２,第６節
2025-03-23,甲府,千葉,1,2,Ｊ２,第６節
2025-03-23,山形,徳島,0,0,Ｊ２,第６節
2025-03-23,山口,熊本,0,1,Ｊ２,第６節
2025-03-23,讃岐,栃木Ｃ,0,1,Ｊ３,第６節
2025-03-23,鹿児島,北九州,1,0,Ｊ３,第６節
2025-03-23,松本,相模原,2,0,Ｊ３,第６節
2025-03-23,いわき,今治,0,1,Ｊ２,第６節
2025-03-23,仙台,磐田,2,3,Ｊ２,第６節
2025-03-23,鳥栖,富山,1,0,Ｊ２,第６節
2025-03-23,大宮,水戸,2,0,Ｊ２,第６節
2025-03-23,琉球,栃木Ｃ,2,1,Ｊ３,第６節
2025-03-23,奈良,群馬,3,1,Ｊ３,第６節
2025-03-23,八戸,高知,3,2,Ｊ３,第６節
2025-03-23,鳥取,岐阜,3,0,Ｊ３,第６節
2025-03-23,長野,福島,2,0,Ｊ３,第６節
2025-03-23,長崎,秋田,5,1,Ｊ２,第６節
2025-03-23,大分,藤枝,1,1,Ｊ２,第６節
2025-03-16,今治,富山,0,0,Ｊ２,第５節
2025-03-16,横浜FM,Ｇ大阪,2,0,Ｊ１,第６節
2025-03-16,岡山,川崎Ｆ,0,0,Ｊ１,第６節
2025-03-16,岐阜,金沢,1,2,Ｊ３,第５節
2025-03-16,熊本,山形,1,3,Ｊ２,第５節
2025-03-16,群馬,鳥取,2,0,Ｊ３,第５節
2025-03-16,広島,柏,1,1,Ｊ１,第６節
2025-03-16,湘南,神戸,1,2,Ｊ１,第６節
2025-03-16,山口,大分,1,1,Ｊ２,第５節
2025-03-16,鹿島,浦和,1,1,Ｊ１,第６節
2025-03-16,水戸,仙台,2,2,Ｊ２,第５節
2025-03-16,清水,京都,1,2,Ｊ１,第６節
2025-03-16,千葉,愛媛,5,1,Ｊ２,第５節
